year,make,model,trim,body,transmission,state,condition,odometer,color,interior,sellingprice
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,mn,4.0,20021.0,gray,black,17800
2011,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ga,4.4,23543.0,blue,beige,18800
2012,Ford,Escape,XLT,suv,automatic,wa,4.3,66563.0,red,gray,14300
2012,Ford,F-150,Lariat,SuperCrew,automatic,mi,4.9,39713.0,white,tan,32400
2013,Ford,Escape,SE,suv,automatic,fl,4.1,21644.0,red,beige,16500
2012,,,,,automatic,tx,3.7,60719.0,silver,black,8400
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ga,4.1,23753.0,gray,gray,22600
2012,Nissan,Altima,2.5 S,Sedan,automatic,tn,3.5,54321.0,black,black,12600
2012,Nissan,Altima,2.5 S,Sedan,,pa,2.9,34460.0,gray,gray,11000
2011,BMW,3 Series,328i xDrive,Sedan,automatic,oh,4.5,40810.0,red,black,20500
2012,Ford,Escape,Limited,SUV,automatic,pa,4.4,52973.0,gold,gray,17100
2014,Dodge,Grand Caravan,SXT,Minivan,,va,5.0,5501.0,gray,black,18100
2012,Cadillac,SRX,Luxury,SUV,,pa,4.8,27083.0,white,beige,28200
2011,Hyundai,Sonata,GLS,Sedan,automatic,nc,3.7,55955.0,burgundy,tan,10500
2013,Nissan,Pathfinder,SV,suv,automatic,tx,2.8,55382.0,black,black,16700
2013,Toyota,Corolla,LE,Sedan,automatic,oh,4.4,19876.0,silver,gray,12700
2013,Chrysler,300,C,Sedan,automatic,ga,2.7,20136.0,silver,black,21100
2013,Toyota,Sienna,LE 7-Passenger Mobility Auto Access,minivan,automatic,fl,3.4,29505.0,gray,beige,20500
2014,Dodge,Grand Caravan,SXT,Minivan,automatic,mn,4.0,22202.0,red,tan,16500
2013,Nissan,Pathfinder,SV,SUV,automatic,mo,4.4,20209.0,black,black,20000
2014,Dodge,Journey,SE,SUV,automatic,tx,4.9,11972.0,silver,tan,16500
2013,Hyundai,Sonata Hybrid,Base,Sedan,automatic,wa,4.4,41260.0,white,beige,13000
2012,Nissan,Altima,3.5 SR,sedan,automatic,ca,4.4,18736.0,white,gray,17000
2011,Mercedes-Benz,M-Class,ML350,SUV,automatic,fl,3.4,78664.0,silver,black,21400
2011,Ford,F-150,Lariat,SuperCrew,automatic,mo,4.0,34371.0,gray,black,30500
2013,Ford,Taurus,Limited,sedan,automatic,il,3.3,41252.0,red,black,16500
2012,Ford,Taurus,SEL,sedan,,nj,4.7,27503.0,red,black,15100
2013,Ram,1500,Tradesman,Crew Cab,automatic,mn,4.9,10441.0,white,gray,26400
2014,Ford,Fusion Hybrid,Titanium,Sedan,automatic,fl,3.9,27945.0,,black,20700
2013,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,tx,2.9,42589.0,blue,black,29200
2013,Chevrolet,Cruze,LTZ,Sedan,automatic,il,4.0,40255.0,,black,13400
2012,Kia,Optima,LX,Sedan,,pa,3.8,28033.0,red,gray,12900
2014,Mazda,Mazda6,i Touring,Sedan,automatic,tx,3.4,18545.0,gray,black,18200
2014,Nissan,Altima,2.5 S,Sedan,automatic,fl,3.4,23326.0,silver,black,14700
2011,Ford,F-150,Lariat,SuperCrew,automatic,fl,3.9,46003.0,white,black,28200
2012,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,tx,3.9,52686.0,,black,20200
2011,Honda,CR-V,EX-L,SUV,,pa,2.7,34551.0,green,beige,15700
2013,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,oh,3.2,37607.0,burgundy,tan,40100
2012,Mercedes-Benz,E-Class,E350 Luxury 4MATIC,Sedan,automatic,wi,4.1,35926.0,gray,gray,25500
2012,Kia,Optima,LX,Sedan,automatic,oh,3.9,30168.0,white,gray,12000
2013,Mercedes-Benz,E-Class,E350 Sport,Sedan,automatic,ca,3.9,23237.0,,off-white,32250
2012,BMW,M3,Base,convertible,automatic,ca,4.5,13100.0,,black,42750
2012,MINI,Cooper,Base,hatchback,automatic,wi,3.6,16840.0,blue,,11250
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,4.3,30726.0,silver,black,12600
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ga,2.0,49188.0,silver,black,8400
2012,,,,,automatic,md,3.8,63379.0,silver,,7700
2013,Nissan,Altima,2.5,Sedan,automatic,fl,4.5,24339.0,,black,15000
2013,Toyota,Corolla,LE,Sedan,,fl,4.8,10316.0,blue,tan,13100
2012,Ford,F-150,XLT,SuperCrew,automatic,mn,4.3,79794.0,blue,gray,21000
2012,Chevrolet,Impala,LS Fleet,Sedan,automatic,fl,2.9,53999.0,silver,gray,7000
2012,Honda,Crosstour,EX-L,Hatchback,automatic,ca,4.3,38856.0,black,black,18600
2012,BMW,5 Series,550i xDrive,Sedan,automatic,nv,3.6,51263.0,black,,27000
2013,Chevrolet,Express Cargo,2500,Van,automatic,nc,3.5,76815.0,white,gray,16300
2013,Toyota,Tacoma,PreRunner V6,Double Cab,automatic,fl,4.7,18847.0,silver,gray,24600
2012,Ford,Flex,Titanium,Wagon,automatic,ca,4.4,43963.0,white,gray,24800
2013,Chevrolet,Cruze,2LT,Sedan,automatic,pa,4.4,40767.0,black,black,11100
2013,Hyundai,Genesis,3.8,Sedan,automatic,fl,4.1,36770.0,black,beige,16500
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,sedan,automatic,nj,3.7,50419.0,blue,beige,16000
2012,Chevrolet,Cruze,1LT,Sedan,automatic,nj,2.0,54715.0,white,black,8700
2013,Nissan,Murano,SV,SUV,automatic,fl,4.2,29754.0,black,black,16700
2012,Nissan,Altima,2.5,Sedan,automatic,fl,4.3,11604.0,blue,beige,16200
2014,Chrysler,Town and Country,Touring,Minivan,automatic,fl,3.5,38564.0,black,black,17800
2011,Honda,Pilot,EX-L,SUV,automatic,fl,4.4,54586.0,gold,gray,19400
2012,Ford,Fusion,SEL,Sedan,automatic,nc,3.1,80978.0,white,gray,9600
2014,Toyota,Camry,LE,sedan,automatic,fl,4.6,13471.0,silver,gray,15800
2015,Kia,Sorento,LX,suv,automatic,wi,5.0,12751.0,white,black,21800
2012,Volkswagen,Passat,SE PZEV,Sedan,,pa,1.9,25783.0,white,black,11500
2012,Hyundai,Sonata,GLS,Sedan,automatic,mn,4.4,29958.0,silver,gray,12400
2014,Ford,Explorer,Limited,SUV,automatic,mn,2.7,30249.0,silver,gray,24900
2014,Dodge,Journey,SXT,SUV,automatic,pa,4.0,14346.0,silver,black,18300
2012,BMW,3 Series,328i,Sedan,automatic,ca,4.8,20653.0,black,black,29000
2013,Toyota,Corolla,LE,sedan,automatic,pa,2.3,50967.0,gold,beige,8700
2014,Jeep,Patriot,Sport,SUV,automatic,il,3.0,14682.0,blue,black,16100
2012,BMW,3 Series,335i,Coupe,automatic,ca,4.1,26231.0,,gray,27000
2012,Kia,Optima,SX,Sedan,automatic,tx,4.0,31727.0,red,black,17500
2013,MINI,Cooper,S,Hatchback,automatic,fl,4.2,21432.0,gray,black,16500
2014,Acura,RLX,Base,Sedan,,nj,4.4,16355.0,gray,black,28750
2011,Ford,F-250 Super Duty,XLT,Crew Cab,automatic,tx,2.6,104873.0,white,black,21500
2013,Ford,F-150,XLT,supercrew,automatic,wa,2.6,48859.0,silver,gray,24000
2013,Nissan,Altima,2.5,Sedan,automatic,ga,3.2,28476.0,,black,15000
2014,Dodge,Challenger,SXT,Coupe,automatic,tx,3.4,35787.0,blue,black,16700
2015,Dodge,Charger,SE,sedan,automatic,fl,4.1,14362.0,black,black,23900
2014,,,,,,on,4.9,24441.0,white,black,15600
2014,Ford,Fusion,SE,Sedan,automatic,tx,3.5,34665.0,red,black,13100
2014,Ram,1500,Sport,Crew Cab,automatic,nv,4.5,17571.0,black,black,33100
2014,Dodge,Charger,SXT,Sedan,automatic,fl,4.2,4185.0,gray,black,21000
2012,Hyundai,Sonata,GLS,Sedan,automatic,oh,3.9,48373.0,red,tan,10500
2013,Toyota,Corolla,S,Sedan,automatic,wa,3.8,36499.0,red,black,13900
2013,Nissan,Sentra,SR,sedan,automatic,nj,3.6,28831.0,gray,gray,12900
2014,Toyota,Corolla,L,Sedan,automatic,tx,3.8,36376.0,silver,black,12600
2013,Lexus,GX 460,Base,suv,automatic,pa,4.9,47115.0,white,black,40500
2012,Jeep,Liberty,Sport,suv,automatic,mi,5.0,32805.0,silver,black,19900
2012,Kia,Optima,EX,sedan,automatic,oh,3.7,68825.0,silver,gray,11500
2012,GMC,Sierra 1500,Denali,Crew Cab,automatic,mi,4.6,33315.0,black,beige,32000
2014,Mercedes-Benz,C-Class,C250,Coupe,,ga,4.8,14876.0,white,,26250
2011,Chevrolet,Impala,LT Fleet,Sedan,automatic,oh,3.9,70517.0,white,gray,7600
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,4.7,24046.0,gray,black,21500
2011,Chevrolet,Aveo,Aveo5 1LT,Hatchback,,ga,2.1,63497.0,silver,gray,3400
2011,Nissan,Rogue,S,SUV,automatic,nj,4.0,31254.0,silver,black,14400
2012,Jeep,Liberty,Sport,SUV,automatic,fl,3.6,62743.0,black,black,11900
2012,Ford,Fusion,SE,Sedan,automatic,ca,2.8,31619.0,gray,gray,9700
2011,BMW,3 Series,328i,Sedan,automatic,fl,3.4,45519.0,white,tan,18500
2012,Nissan,Rogue,SV,SUV,automatic,mo,4.1,32975.0,black,black,17200
2013,Ford,Focus,SE,sedan,automatic,va,3.5,51373.0,red,black,10100
2014,Chrysler,Town and Country,Touring,Minivan,automatic,il,4.0,31238.0,silver,black,18400
2012,Chevrolet,Cruze,1LT,Sedan,automatic,mi,5.0,39866.0,black,gray,10300
2014,Ford,F-350 Super Duty,Lariat,Crew Cab,automatic,nv,3.6,21766.0,black,black,49750
2013,Nissan,Rogue,SV,SUV,automatic,tx,3.9,35862.0,silver,gray,14500
2011,Buick,Lucerne,CXL,Sedan,automatic,pa,4.6,58512.0,gray,gray,13200
2013,Mazda,Mazda3,i Touring,Sedan,automatic,mo,2.4,34891.0,gray,black,11900
2013,Ford,F-150,Lariat,SuperCrew,automatic,mi,5.0,17947.0,black,tan,35000
2014,Toyota,Camry,LE,Sedan,automatic,nc,4.1,15085.0,white,gray,15700
2011,Honda,Odyssey,EX-L,Minivan,automatic,nj,2.8,115700.0,black,gray,13500
2012,BMW,X5,xDrive35i Premium,SUV,automatic,fl,4.3,23968.0,,,38200
2013,Nissan,Murano,SV,SUV,automatic,mo,3.5,55416.0,silver,black,16901
2012,Ford,Edge,SEL,SUV,automatic,wi,3.4,63607.0,green,tan,14500
2011,Audi,A8,L 4.2 quattro,Sedan,automatic,ca,3.9,59586.0,,black,35750
2011,Toyota,RAV4,Base,SUV,automatic,ga,3.8,25919.0,black,gray,15100
2013,Toyota,Highlander,Base,SUV,automatic,co,2.9,48173.0,black,gray,22000
2014,Toyota,Camry,SE,Sedan,automatic,ga,3.7,14870.0,blue,black,16400
2012,Nissan,Altima,2.5,Sedan,automatic,il,3.7,28567.0,white,black,14200
2011,Toyota,Camry,LE,Sedan,automatic,nv,4.1,56249.0,green,beige,11800
2012,Mercedes-Benz,C-Class,C250 Sport,sedan,automatic,fl,4.9,25536.0,white,,22250
2014,Chevrolet,Impala Limited,LTZ Fleet,Sedan,automatic,fl,3.0,19435.0,white,beige,14800
2011,Chevrolet,Impala,LS,Sedan,,nc,4.1,151567.0,white,gray,5100
2013,Mazda,CX-9,Touring,SUV,automatic,oh,4.3,40719.0,white,gray,19800
2014,Ford,Escape,Titanium,SUV,automatic,mn,3.3,33735.0,,black,22100
2011,GMC,Acadia,Denali,SUV,automatic,pa,4.9,113092.0,black,black,19500
2013,Jaguar,XJ,Base,Sedan,automatic,ga,4.4,14780.0,blue,black,44750
2012,Hyundai,Sonata Hybrid,Base,Sedan,automatic,ca,3.4,31904.0,black,gray,16800
2014,Ford,Escape,SE,SUV,automatic,nc,3.9,7890.0,red,,17900
2011,Kia,Soul,!,wagon,automatic,nc,3.1,67446.0,white,gray,8300
2011,Ford,Edge,SEL,SUV,automatic,tn,4.2,65258.0,blue,black,16000
2012,Nissan,Murano,LE,SUV,automatic,nj,2.9,76973.0,black,black,15800
2011,Chevrolet,Silverado 1500,Work Truck,Extended Cab,automatic,oh,4.6,45528.0,red,black,17000
2014,Ford,Fusion,Titanium,Sedan,automatic,il,4.1,19187.0,white,black,19300
2013,Nissan,Pathfinder,SV,SUV,automatic,tn,2.6,59808.0,white,black,18600
2014,Subaru,Forester,2.0XT Touring,SUV,automatic,ca,4.6,18013.0,silver,black,28100
2012,Nissan,Maxima,3.5 SV,Sedan,,pa,3.4,31609.0,black,black,18800
2012,Infiniti,M,M37,Sedan,automatic,tx,3.1,50707.0,gray,gray,22800
2012,Jeep,Liberty,Sport,SUV,automatic,fl,4.2,62804.0,gray,black,12900
2014,Chevrolet,Impala,LT,Sedan,automatic,mi,3.0,15741.0,silver,black,18000
2012,Ford,Focus,SE,Hatchback,automatic,il,3.9,44725.0,silver,gray,9700
2013,Lexus,RX 350,Base,SUV,automatic,fl,4.5,9609.0,white,beige,35000
2011,Toyota,Corolla,LE,Sedan,automatic,fl,3.1,17353.0,blue,gray,11000
2013,Chevrolet,Equinox,LTZ,SUV,automatic,mi,4.9,52573.0,white,black,18300
2013,Ford,Escape,Titanium,SUV,,pa,3.4,58348.0,blue,black,15800
2012,Hyundai,Sonata,GLS,Sedan,automatic,mo,1.9,69196.0,red,tan,7800
2013,Hyundai,Elantra,GLS,sedan,automatic,fl,1.9,29427.0,gray,gray,9100
2012,Toyota,Corolla,LE,sedan,automatic,fl,4.5,15417.0,black,gray,11800
2014,Chevrolet,Sonic,LT,Sedan,,pa,4.0,14611.0,red,black,10500
2013,Kia,Optima,EX Hybrid,Sedan,automatic,fl,4.7,10524.0,silver,,15500
2014,Hyundai,Sonata,GLS,Sedan,automatic,mo,4.3,28652.0,white,gray,13100
2012,Ford,Fiesta,SE,Sedan,automatic,fl,3.7,61081.0,blue,black,8000
2013,Hyundai,Elantra,GLS,Sedan,,pa,3.5,30206.0,red,brown,11100
2011,Lexus,RX 350,Base,SUV,automatic,ca,4.0,34544.0,black,beige,24000
2014,Chevrolet,Spark,1LT,Hatchback,automatic,mi,2.1,16851.0,purple,black,6100
2014,Ford,Fusion Hybrid,SE,Sedan,automatic,nc,3.4,63895.0,blue,black,16800
2011,Ford,Transit Connect,Wagon XLT Premium,Minivan,automatic,ut,2.9,35464.0,black,gray,13400
2014,Chevrolet,Sonic,LT,Hatchback,automatic,az,4.2,36518.0,red,black,10500
2014,Dodge,Grand Caravan,SXT,minivan,automatic,nv,4.2,39983.0,gray,black,16100
2011,Toyota,Camry,Base,Sedan,automatic,tx,4.1,79122.0,silver,gray,9300
2014,Chrysler,Town and Country,Touring,Minivan,automatic,nj,4.3,39211.0,red,gray,17200
2015,Volvo,V60,T5,Wagon,automatic,ca,4.5,8382.0,silver,black,28000
2012,Nissan,Maxima,3.5 S,sedan,automatic,fl,4.3,23367.0,black,black,17000
2012,Mitsubishi,Eclipse Spyder,GS-Sport,Convertible,automatic,fl,2.0,79735.0,gray,black,7800
2013,Nissan,Pathfinder,SV,SUV,automatic,tx,4.8,36941.0,silver,black,19700
2011,Ford,Fusion,SE,Sedan,automatic,pa,3.1,90255.0,silver,black,6800
2012,Ford,F-350 Super Duty,King Ranch,Crew Cab,automatic,tx,2.8,50499.0,white,tan,36200
2011,Land Rover,Range Rover Sport,HSE,SUV,automatic,fl,4.1,54810.0,black,black,33000
2013,Ford,Explorer,XLT,SUV,automatic,nv,3.5,66723.0,gray,black,19500
2013,Dodge,Avenger,SE,sedan,automatic,oh,2.8,41789.0,gray,gray,9600
2012,Ram,3500,Laramie Longhorn Limited Edition ,mega cab,automatic,mo,4.5,76783.0,white,brown,41250
2014,Chevrolet,Captiva Sport,LS Fleet,SUV,automatic,sc,4.1,35780.0,white,gray,13600
2013,Ram,1500,Tradesman,crew cab,automatic,tx,5.0,1491.0,brown,gray,23700
2014,Ford,E-Series Van,E-150,E-Series Van,automatic,ca,4.2,8794.0,white,gray,21000
2012,Honda,Civic,LX,Sedan,automatic,il,2.1,21983.0,silver,beige,10200
2011,Mercedes-Benz,C-Class,C63 AMG,sedan,automatic,pa,4.4,31844.0,silver,black,36800
2013,Ford,Edge,SEL,SUV,automatic,tn,3.9,23815.0,,black,21000
2013,Mercedes-Benz,C-Class,C250,coupe,automatic,ca,3.3,18130.0,gray,black,23000
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,ga,4.2,36497.0,red,gray,17400
2014,Nissan,GT-R,Premium,Coupe,automatic,ca,4.3,20466.0,black,black,74500
2011,Ford,Explorer,Limited,SUV,automatic,fl,4.9,74941.0,beige,gray,21000
2013,BMW,X6,xDrive35i,suv,automatic,ca,2.8,33778.0,black,black,39500
2014,Ford,F-150,XL,Regular Cab,automatic,tx,3.6,6915.0,white,silver,17700
2014,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,ca,4.1,17486.0,white,black,25100
2012,Chevrolet,Camaro,SS,coupe,automatic,ga,3.8,25384.0,red,black,24900
2013,Infiniti,M,M37,Sedan,automatic,ga,4.5,39941.0,gray,,27200
2013,Ford,Escape,SE,suv,,co,2.8,57183.0,silver,black,13000
2011,Jeep,Wrangler,Unlimited Sport,SUV,manual,ga,3.8,56486.0,red,black,21700
2013,Toyota,Camry,SE,Sedan,automatic,tx,3.8,35300.0,black,black,14500
2013,Ford,Edge,Limited,SUV,automatic,az,4.2,49518.0,gray,black,19200
2012,Volkswagen,Beetle,Base,Hatchback,manual,fl,4.0,12776.0,red,gray,8000
2011,Nissan,Maxima,3.5 SV,Sedan,,pa,2.9,27699.0,blue,black,15000
2014,Kia,Forte,LX,Sedan,automatic,ca,3.7,12087.0,black,black,12750
2012,Volkswagen,Passat,SE PZEV,sedan,automatic,ca,1.9,28111.0,white,black,10250
2012,Nissan,Versa,1.6 S,Sedan,automatic,fl,3.9,25355.0,red,black,9300
2012,Toyota,RAV4,Base,SUV,,pa,3.5,50534.0,silver,gray,14100
2013,Ford,Edge,SEL,SUV,automatic,pa,4.7,27213.0,black,black,22000
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,fl,4.6,61201.0,black,black,18100
2012,Honda,Civic,LX,coupe,automatic,ca,3.7,16756.0,black,black,11300
2013,Chevrolet,Equinox,LTZ,SUV,automatic,ca,3.9,61950.0,black,black,16900
2014,Ford,Mustang,V6,Coupe,manual,fl,4.5,7105.0,black,black,17800
2012,Nissan,Altima,2.5 S,sedan,,pa,3.1,10036.0,,black,10700
2012,Jeep,Wrangler,Unlimited Rubicon,SUV,automatic,mo,4.4,52990.0,white,black,27200
2013,Ford,Fiesta,SE,Sedan,automatic,nj,3.9,43665.0,black,gray,9200
2013,Ford,Fiesta,Titanium,Hatchback,automatic,md,4.6,19548.0,black,black,12400
2013,Ford,Explorer,XLT,SUV,automatic,co,4.7,36321.0,silver,black,28200
2013,Ram,1500,Tradesman,Quad Cab,automatic,mo,3.2,77941.0,white,gray,12500
2013,Subaru,Forester,2.5X Premium PZEV,SUV,,nj,3.9,14110.0,burgundy,gray,21900
2013,Ford,Mustang,V6,Coupe,,ga,3.5,64078.0,silver,gray,13300
2013,Ford,Fusion,SE,Sedan,automatic,fl,5.0,3822.0,gray,black,15600
2013,Nissan,Rogue,SV,suv,automatic,tx,4.6,23702.0,blue,black,15700
2014,Toyota,Camry,SE,Sedan,automatic,ca,4.3,37100.0,silver,gray,17400
2012,Nissan,Altima,2.5 S,Sedan,,pa,3.7,30318.0,gold,tan,10800
2013,Ford,Fusion,SE,sedan,automatic,sc,2.9,67460.0,gray,black,11600
2013,Toyota,Camry,SE,sedan,automatic,oh,3.1,54775.0,black,black,12000
2012,Honda,Civic,LX,Sedan,automatic,il,2.9,59785.0,brown,beige,9000
2012,Hyundai,Sonata,Limited,Sedan,automatic,fl,2.9,76722.0,gray,gray,10900
2013,Nissan,Maxima,3.5 S,Sedan,automatic,az,3.4,54734.0,black,black,13600
2011,Ford,Escape,XLT,SUV,automatic,oh,4.6,71370.0,red,black,10500
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,oh,4.8,48576.0,gray,beige,20500
2012,GMC,Sierra 2500HD,Denali,Crew Cab,automatic,mn,4.0,44881.0,black,black,41400
2011,Ford,Flex,SEL,Wagon,automatic,tx,4.2,20535.0,,beige,19200
2013,Nissan,Altima,2.5,Sedan,automatic,ga,4.4,26138.0,brown,black,13600
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,pa,2.8,42242.0,gray,black,17400
2011,Ford,F-150,FX4,SuperCrew,,pa,4.7,63823.0,white,black,26900
2012,Infiniti,G Coupe,G37,G Coupe,automatic,fl,4.3,34715.0,,black,20200
2011,Nissan,Pathfinder,S,SUV,automatic,wa,3.5,38588.0,blue,gray,15500
2013,BMW,X5,xDrive35i,SUV,automatic,ca,3.9,11431.0,white,beige,38500
2012,Ford,Fusion,SE,Sedan,automatic,pr,3.8,75701.0,gray,black,9200
2014,Ford,Edge,SEL,SUV,,on,4.8,11927.0,black,gray,29200
2014,Nissan,Pathfinder,S,suv,automatic,il,4.9,5142.0,white,black,24200
2011,Chevrolet,Malibu,LS,sedan,automatic,tx,3.1,101117.0,blue,black,6000
2014,Hyundai,Sonata,GLS,Sedan,automatic,fl,5.0,7772.0,red,beige,15600
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,4.3,35018.0,white,gray,11800
2013,Ford,F-150,XLT,SuperCrew,automatic,tn,4.8,38831.0,red,gray,23400
2014,Dodge,Avenger,SE,Sedan,automatic,tn,3.6,37190.0,white,black,11600
2014,Ford,Mustang,V6,Coupe,automatic,tx,4.9,13723.0,white,tan,19100
2013,Ford,Fusion,SE,sedan,automatic,nj,4.2,17133.0,white,black,14300
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ga,4.4,45423.0,black,gray,10900
2014,Chrysler,300,C,Sedan,automatic,mn,4.0,27882.0,white,black,23300
2011,Chevrolet,Malibu,LT2,Sedan,automatic,nj,2.7,35047.0,white,gray,9600
2013,Toyota,Tacoma,Base,regular cab,manual,pr,3.6,35212.0,silver,gray,13700
2012,Toyota,Corolla,LE,Sedan,automatic,fl,3.8,22157.0,gray,gray,11100
2013,Ford,Fusion,SE,Sedan,automatic,co,3.8,18314.0,gray,black,14200
2011,Chevrolet,Malibu,LS Fleet,Sedan,automatic,md,2.1,66929.0,silver,gray,6800
2014,Honda,Civic,Si,Coupe,manual,ca,4.0,8492.0,black,red,19300
2012,BMW,3 Series,328i,Sedan,automatic,ca,4.1,28244.0,white,black,23250
2012,Toyota,Highlander,Base,suv,,nj,1.9,30650.0,black,beige,21100
2012,Ford,Escape,XLT,SUV,automatic,nv,2.6,90636.0,red,beige,9000
2012,Toyota,Sienna,LE 8-Passenger,Minivan,automatic,oh,4.2,26074.0,gray,gray,16300
2013,Mazda,Mazda3,i SV,Sedan,automatic,ga,2.7,54322.0,black,black,9400
2013,Lincoln,MKX,Base,SUV,automatic,il,3.3,27559.0,red,gray,24900
2014,Jeep,Patriot,Sport,SUV,automatic,fl,3.5,21296.0,black,gray,13900
2013,Chevrolet,Silverado 2500HD,LTZ,crew cab,automatic,tx,4.1,62709.0,white,black,38500
2014,Chevrolet,Impala,LTZ,Sedan,automatic,fl,4.0,13158.0,silver,black,17700
2011,Mercedes-Benz,C-Class,C300 Sport,Sedan,automatic,fl,4.1,29231.0,white,black,19900
2012,Nissan,Altima,2.5 S,Sedan,automatic,oh,4.3,20915.0,silver,black,14200
2012,Mercedes-Benz,C-Class,C250 Sport,Sedan,automatic,ca,4.7,15356.0,,black,23000
2013,Hyundai,Sonata,GLS,Sedan,automatic,tn,4.8,30906.0,silver,gray,13100
2012,Chevrolet,Malibu,LT,Sedan,,pa,3.0,58114.0,white,black,9500
2011,Nissan,Murano,SL,SUV,,pa,2.9,37496.0,black,black,18700
2014,Ford,Edge,Limited,SUV,,pa,3.6,29865.0,silver,tan,16400
2013,Hyundai,Accent,GLS,Sedan,automatic,co,2.0,46243.0,black,gray,6501
2015,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,tx,3.8,13307.0,silver,black,27100
2011,Toyota,RAV4,Base,suv,automatic,fl,2.9,99733.0,gray,gray,10400
2013,Hyundai,Elantra,GLS,Sedan,,co,4.0,55150.0,silver,gray,10300
2012,Honda,Accord,SE,Sedan,automatic,nj,3.5,43532.0,white,black,12800
2015,Ford,Mustang,GT,Coupe,automatic,nv,4.5,19256.0,red,black,28750
2011,Jeep,Grand Cherokee,Overland,SUV,automatic,nj,4.2,60847.0,black,black,24600
2012,Honda,CR-V,EX-L,SUV,automatic,fl,2.7,68102.0,gray,beige,17000
2015,Kia,Sorento,LX,SUV,automatic,wa,3.9,9593.0,white,black,21100
2012,Lexus,ES 350,Base,sedan,automatic,fl,4.0,37233.0,silver,black,20000
2014,Toyota,Corolla,L,Sedan,automatic,fl,2.7,10170.0,black,gray,11200
2014,Chevrolet,Impala,LS Fleet,Sedan,automatic,il,3.0,17023.0,gray,gray,16400
2013,Lexus,ES 350,Base,sedan,automatic,ga,4.3,7168.0,red,beige,25600
2014,Ford,F-150,Lariat,SuperCrew,automatic,ca,4.9,9476.0,white,black,35900
2013,Chevrolet,Cruze,LS,Sedan,automatic,va,4.2,26629.0,silver,brown,10200
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,van,,il,3.5,33431.0,white,gray,21900
2014,Ford,Focus,SE,hatchback,automatic,ca,1.0,32759.0,white,black,7200
2013,Kia,Forte,EX,Sedan,automatic,tx,4.3,24903.0,brown,beige,11700
2013,Ford,Escape,SEL,SUV,automatic,il,3.5,21423.0,white,beige,19200
2013,Nissan,370Z,Base,Coupe,automatic,nv,4.0,16423.0,burgundy,black,21750
2011,Lincoln,MKZ Hybrid,Base,Sedan,automatic,fl,3.7,38953.0,white,tan,12000
2014,Ford,E-Series Wagon,E-350 Super Duty XLT,Van,automatic,tn,4.9,22545.0,white,gray,20600
2014,Chrysler,Town and Country,Touring,Minivan,automatic,il,3.5,52073.0,blue,black,16400
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,pa,2.4,35798.0,gray,black,20900
2012,Infiniti,G Sedan,G37x,G Sedan,automatic,wa,2.5,12544.0,black,black,19250
2012,Buick,LaCrosse,Base,sedan,automatic,wi,3.5,67193.0,silver,gray,11600
2012,Ford,Fusion,SEL,sedan,automatic,tx,4.0,46721.0,,gray,11500
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,il,2.9,48612.0,gray,black,16800
2013,Ford,Escape,SEL,SUV,automatic,ny,4.6,15161.0,red,black,22300
2012,Nissan,Altima,2.5 S,Sedan,automatic,tn,2.5,15634.0,black,black,10500
2012,Ford,Escape,XLT,SUV,automatic,fl,3.8,60582.0,silver,beige,13600
2012,Honda,Accord,LX,Sedan,automatic,pa,4.1,40270.0,black,beige,12200
2014,Ford,Edge,Limited,SUV,automatic,tx,4.5,16937.0,,tan,24900
2013,Nissan,Rogue,S,SUV,automatic,md,3.7,29393.0,black,gray,15600
2012,Ford,Focus,SE,Sedan,automatic,mi,2.4,68893.0,gray,gray,5100
2014,Buick,Verano,Convenience Group,Sedan,automatic,in,2.0,24261.0,black,gray,10300
2014,Kia,Optima,LX,Sedan,automatic,ca,4.5,4694.0,burgundy,beige,17400
2012,Nissan,Altima,2.5 S,Sedan,,nj,3.6,53339.0,white,black,11900
2013,Dodge,Journey,SXT,SUV,automatic,ne,3.3,53530.0,silver,black,14300
2012,Mercedes-Benz,M-Class,ML350 4MATIC,SUV,automatic,fl,3.6,18143.0,,gray,34400
2013,GMC,Sierra 1500,SLE,crew cab,automatic,tx,2.0,42233.0,black,black,30500
